
table,field,data_count,data_ratio,example_id,example_value,doc_defined,current_write,current_read,data_required,doc_required,requirement_match,doc_meaning
tests,metrics.reading.f0_stats,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'median': 125.88, 'p10': 95.24, 'p90': 138.32}",True,Yes,Yes,No,No,Yes,
tests,metrics.reading.f0_stats.median,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,125.88,True,Yes,Yes,No,No,Yes,
tests,metrics.reading.f0_stats.p10,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,95.24,True,Yes,Yes,No,No,Yes,
tests,metrics.reading.f0_stats.p90,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,138.32,True,Yes,Yes,No,No,Yes,
tests,metrics.reading.pause_count,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.reading.voiced_ratio,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0.12,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'f0_mean': 108.25, 'f0_stats': {'median': 104.32, 'p10': 84.61, 'p90': 135.86}, 'f0_sd': 20.28, 'voiced_ratio': 0.22, 'duration_s': 0.9, 'pause_count': 0}",True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.duration_s,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0.9,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.f0_mean,45,0.1002227171492204,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,108.25,True,Yes,Yes,No,No,Yes,基频均值
tests,metrics.spontaneous.f0_sd,45,0.1002227171492204,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,20.28,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.f0_stats,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'median': 104.32, 'p10': 84.61, 'p90': 135.86}",True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.f0_stats.median,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,104.32,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.f0_stats.p10,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,84.61,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.f0_stats.p90,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,135.86,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.pause_count,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.spontaneous.voiced_ratio,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0.22,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'mpt_s': 1.32, 'f0_sd': 22.08, 'shimmer_local_percent': 21.7, 'formants_high': {'f0_mean': 0, 'F1': 0, 'F2': 0, 'F3': 0, 'spl_dbA_est': 0, 'error_details': 'No stable segment of 100ms found'}, 'f0_me",True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.f0_mean,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,118.5,True,Yes,Yes,No,No,Yes,基频均值
tests,metrics.sustained.f0_sd,28,0.0623608017817371,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,22.08,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formant_analysis_failed,9,0.0200445434298441,ff515cd5-49d5-4a94-a416-f046da263e79,True,True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formant_analysis_reason_high,8,0.0178173719376391,a0db45df-4908-4aaa-b9cb-036372e34aab,Failed to find formants even with multiple parameter sets.,True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formant_analysis_reason_low,8,0.0178173719376391,a0db45df-4908-4aaa-b9cb-036372e34aab,Failed to find formants even with multiple parameter sets.,True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formant_analysis_reason_sustained,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,Failed to find formants even with multiple parameter sets.,True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formants_high,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'f0_mean': 0, 'F1': 0, 'F2': 0, 'F3': 0, 'spl_dbA_est': 0, 'error_details': 'No stable segment of 100ms found'}",True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formants_high.F1,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_high.F2,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_high.F3,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_high.error_details,9,0.0200445434298441,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,No stable segment of 100ms found,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_high.f0_mean,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,基频均值
tests,metrics.sustained.formants_high.reason,8,0.0178173719376391,a0db45df-4908-4aaa-b9cb-036372e34aab,Failed to find formants even with multiple parameter sets.,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_high.spl_dbA_est,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_low,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'f0_mean': 0, 'F1': 0, 'F2': 0, 'F3': 0, 'spl_dbA_est': 0, 'error_details': 'No stable segment of 100ms found'}",True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formants_low.F1,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_low.F2,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_low.F3,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_low.error_details,9,0.0200445434298441,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,No stable segment of 100ms found,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_low.f0_mean,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,基频均值
tests,metrics.sustained.formants_low.reason,8,0.0178173719376391,a0db45df-4908-4aaa-b9cb-036372e34aab,Failed to find formants even with multiple parameter sets.,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_low.spl_dbA_est,35,0.0779510022271715,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,"{'reason': 'Failed to find formants even with multiple parameter sets.', 'error_details': 'Analysis failed', 'f0_mean': 0, 'F1': 0, 'F2': 0, 'F3': 0, 'spl_dbA_est': 0}",True,Yes,Yes,No,No,Yes,共振峰数据
tests,metrics.sustained.formants_sustained.B1,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,246.94,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.B2,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,171.7,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.B3,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,188.97,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.F1,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.F1_available,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,False,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.F2,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.F2_available,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,False,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.F3,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.best_segment_time,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,1.242333,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.error_details,8,0.0178173719376391,a0db45df-4908-4aaa-b9cb-036372e34aab,Analysis failed,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.f0_mean,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,0,True,Yes,Yes,No,No,Yes,基频均值
tests,metrics.sustained.formants_sustained.is_high_pitch,18,0.0400890868596882,bf3ccbba-cf8f-4012-b52d-8f06ee20473f,False,True,Yes,Yes,No,No,Yes,音高
tests,metrics.sustained.formants_sustained.reason,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,Failed to find formants even with multiple parameter sets.,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.formants_sustained.spl_dbA_est,26,0.0579064587973273,a0db45df-4908-4aaa-b9cb-036372e34aab,0,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.hnr_db,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,2.43,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.jitter_local_percent,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,11.27,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.mpt_s,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,1.32,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.shimmer_local_percent,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,21.7,True,Yes,Yes,No,No,Yes,
tests,metrics.sustained.spl_dbA_est,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,74.4,True,Yes,Yes,No,No,Yes,
tests,metrics.vrp,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"{'f0_max': 141.7902, 'spl_min': 65.09923, 'f0_min': 86.060372, 'bins': [{'spl_min': 66.354393, 'count': 2, 'semi': 39, 'f0_center_hz': 77.781746, 'spl_max': 80.109703, 'spl_mean': 73.232048}, {'spl_mi",True,Yes,Yes,No,No,Yes,
tests,metrics.vrp.bins,53,0.1180400890868596,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,"[{'spl_min': 66.354393, 'count': 2, 'semi': 39, 'f0_center_hz': 77.781746, 'spl_max': 80.109703, 'spl_mean': 73.232048}, {'spl_min': 63.742653, 'count': 6, 'semi': 40, 'f0_center_hz': 82.406889, 'spl_",True,Yes,Yes,No,No,Yes,
tests,metrics.vrp.bins.count,1463,3.258351893095768,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,2,True,Yes,Yes,Yes,No,No,
tests,metrics.vrp.bins.f0_center_hz,1463,3.258351893095768,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,77.781746,True,Yes,Yes,Yes,No,No,
tests,metrics.vrp.bins.semi,1463,3.258351893095768,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,39,True,Yes,Yes,Yes,No,No,
tests,metrics.vrp.bins.spl_max,1463,3.258351893095768,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,80.109703,True,Yes,Yes,Yes,No,No,
tests,metrics.vrp.bins.spl_mean,1463,3.258351893095768,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,73.232048,True,Yes,Yes,Yes,No,No,
tests,metrics.vrp.bins.spl_min,1463,3.258351893095768,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,66.354393,True,Yes,Yes,Yes,No,No,
tests,metrics.vrp.error,1,0.0022271714922048,fdc92885-76a0-4d41-9fa1-64f2167e4511,no_frames,True,Yes,Yes,No,No,Yes,
tests,metrics.vrp.f0_max,53,0.1180400890868596,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,141.7902,True,Yes,Yes,No,No,Yes,基频最大值
tests,metrics.vrp.f0_min,53,0.1180400890868596,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,86.060372,True,Yes,Yes,No,No,Yes,基频最小值
tests,metrics.vrp.spl_max,53,0.1180400890868596,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,81.974333,True,Yes,Yes,No,No,Yes,
tests,metrics.vrp.spl_min,53,0.1180400890868596,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,65.09923,True,Yes,Yes,No,No,Yes,
tests,reportPdf,54,0.1202672605790645,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,s3://vfs-tracker-objstor/voice-tests/1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae/report.pdf,True,Yes,Yes,No,No,Yes,报告的PDF文件路径或URL
tests,sessionId,449,1.0,44324238-e072-47bb-9141-3027ff06f595,44324238-e072-47bb-9141-3027ff06f595,True,Yes,Yes,Yes,Yes,Yes,测试会话的唯一编号
tests,status,449,1.0,44324238-e072-47bb-9141-3027ff06f595,created,True,Yes,Yes,Yes,Yes,Yes,事件状态，例如 pending、approved
tests,tests,0,0.0,,,True,No,No,No,No,Yes,预留字段：测试列表，暂未实现
tests,updatedAt,59,0.131403118040089,1a3ffd8c-c2fd-44b1-aa72-e844f85fc6ae,1757940115,True,Yes,Yes,No,No,Yes,最后更新时间的ISO字符串或时间戳
tests,userId,449,1.0,44324238-e072-47bb-9141-3027ff06f595,34f8b418-1011-70a7-633b-720845138963,True,Yes,Yes,Yes,Yes,Yes,用户ID，表示数据记录所属的用户
users,createdAt,11,0.8461538461538461,0488a4b8-5041-70cc-2c96-f8f422bb04cd,2025-10-03T00:01:51.479Z,True,Yes,Yes,No,Yes,No,创建时间的ISO字符串或时间戳
users,email,11,0.8461538461538461,0488a4b8-5041-70cc-2c96-f8f422bb04cd,2586618121@qq.com,True,Yes,Yes,No,Yes,No,用户电子邮箱，与 Cognito 同步
users,profile,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,"{'nickname': 'Main包', 'name': 'Main包', 'bio': '', 'isNamePublic': True, 'areSocialsPublic': True, 'socials': [{'platform': 'Twitter', 'handle': '@Lem_PackageMain'}]}",True,Yes,Yes,Yes,Yes,Yes,用户个人资料
users,profile.areSocialsPublic,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,True,True,Yes,Yes,Yes,Yes,Yes,是否公开社交账户链接
users,profile.bio,11,0.8461538461538461,0488a4b8-5041-70cc-2c96-f8f422bb04cd,,False,Yes,Yes,No,No,Yes,用户自我介绍，不应存在，将删除
users,profile.isNamePublic,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,True,True,Yes,Yes,Yes,Yes,Yes,是否公开用户名称
users,profile.name,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,Main包,True,Yes,Yes,Yes,Yes,Yes,用户在公共仪表板上显示的名字
users,profile.nickname,11,0.8461538461538461,0488a4b8-5041-70cc-2c96-f8f422bb04cd,Main包,True,Yes,Yes,No,Yes,No,用户昵称，与 Cognito 保持一致
users,profile.socials,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,"[{'platform': 'Twitter', 'handle': '@Lem_PackageMain'}]",True,Yes,Yes,Yes,No,No,用户社交信息列表
users,profile.socials.handle,7,0.5384615384615384,0488a4b8-5041-70cc-2c96-f8f422bb04cd,@Lem_PackageMain,True,Yes,Yes,No,No,Yes,社交账号的用户名或Handle
users,profile.socials.platform,7,0.5384615384615384,0488a4b8-5041-70cc-2c96-f8f422bb04cd,Twitter,True,Yes,Yes,No,No,Yes,社交账号的平台，如Twitter
users,updatedAt,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,2025-10-03T00:01:51.479Z,True,Yes,Yes,Yes,Yes,Yes,最后更新时间的ISO字符串或时间戳
users,userId,13,1.0,0488a4b8-5041-70cc-2c96-f8f422bb04cd,0488a4b8-5041-70cc-2c96-f8f422bb04cd,True,Yes,Yes,Yes,Yes,Yes,用户ID，表示数据记录所属的用户
